id,order_id,shipping_mode,delivery_days,status
5065,49262,Standard Class,3,Advance shipping
5066,29091,Standard Class,2,Advance shipping
5067,25228,Standard Class,4,Shipping on time
5068,26131,Standard Class,2,Advance shipping
5069,23229,Standard Class,5,Late delivery
5070,47178,Standard Class,4,Shipping on time
5071,27808,Standard Class,4,Shipping on time
5072,29206,Standard Class,2,Advance shipping
5073,26128,Standard Class,4,Shipping on time
5074,36576,Standard Class,2,Advance shipping
5075,37510,Standard Class,6,Late delivery
5076,34328,Standard Class,4,Shipping on time
5077,33820,Standard Class,6,Late delivery
5078,34691,Standard Class,2,Advance shipping
5079,38912,Standard Class,3,Advance shipping
5080,38242,Standard Class,3,Advance shipping
5081,46745,Standard Class,6,Late delivery
5082,45832,Standard Class,3,Advance shipping
5083,64638,Standard Class,4,Shipping on time
5084,19415,Standard Class,6,Late delivery
5085,68405,Standard Class,6,Late delivery
5086,63388,Standard Class,4,Shipping on time
5087,65544,Standard Class,5,Late delivery
5088,65531,Standard Class,2,Advance shipping
5089,64851,Standard Class,2,Advance shipping
5090,16654,Standard Class,5,Late delivery
5091,68523,Standard Class,4,Shipping on time
5092,66834,Standard Class,5,Late delivery
5093,49508,Standard Class,4,Shipping on time
5094,17249,Standard Class,5,Late delivery
5095,64948,Standard Class,4,Shipping on time
5096,53575,Standard Class,6,Late delivery
5097,53229,Standard Class,5,Late delivery
5098,9358,Standard Class,4,Shipping on time
5099,56338,Standard Class,4,Shipping on time
5100,55584,Standard Class,5,Late delivery
5101,52647,Standard Class,3,Advance shipping
5102,57022,Standard Class,3,Advance shipping
5103,55751,Standard Class,2,Advance shipping
5104,2376,Standard Class,2,Advance shipping
5105,52656,Standard Class,2,Advance shipping
5106,8833,Standard Class,4,Shipping on time
5107,54751,Standard Class,2,Advance shipping
5108,54584,Standard Class,5,Late delivery
5109,25416,Standard Class,2,Advance shipping
5110,20522,Standard Class,3,Advance shipping
5111,42007,Standard Class,3,Advance shipping
5112,23472,Standard Class,3,Advance shipping
5113,30622,Standard Class,3,Advance shipping
5114,27505,Standard Class,6,Late delivery
5115,40368,Standard Class,4,Shipping on time
5116,33892,Standard Class,3,Advance shipping
5117,39864,Standard Class,5,Late delivery
5118,46627,Standard Class,3,Advance shipping
5119,63686,Standard Class,2,Advance shipping
5120,61974,Standard Class,5,Late delivery
5121,13862,Standard Class,3,Advance shipping
5122,49498,Second Class,4,Late delivery
5123,21769,Second Class,5,Late delivery
5124,45733,Second Class,4,Late delivery
5125,21248,Second Class,4,Late delivery
5126,23066,Second Class,2,Shipping on time
5127,23763,Second Class,4,Late delivery
5128,20346,Second Class,2,Shipping on time
5129,25958,Second Class,4,Late delivery
5130,21968,Second Class,4,Late delivery
5131,44428,Second Class,4,Late delivery
5132,20563,Second Class,4,Late delivery
5133,46363,Second Class,4,Late delivery
5134,23764,Second Class,5,Late delivery
5135,22603,Second Class,4,Late delivery
5136,27126,Second Class,2,Shipping on time
5137,76258,Second Class,4,Late delivery
5138,76563,Second Class,4,Late delivery
5139,75073,Second Class,4,Late delivery
5140,76362,Second Class,3,Late delivery
5141,71674,Second Class,5,Late delivery
5142,75035,Second Class,6,Late delivery
5143,73686,Second Class,2,Shipping on time
5144,76666,Second Class,2,Shipping on time
5145,76502,Second Class,3,Late delivery
5146,73684,Second Class,5,Late delivery
5147,76519,Second Class,5,Late delivery
5148,75384,Second Class,5,Late delivery
5149,76246,Second Class,2,Shipping on time
5150,76822,Second Class,3,Late delivery
5151,74234,Second Class,5,Late delivery
5152,72566,Second Class,2,Shipping on time
5153,76278,Second Class,4,Late delivery
5154,76386,Second Class,2,Shipping on time
5155,74250,Second Class,6,Late delivery
5156,73603,Second Class,4,Late delivery
5157,24057,Second Class,3,Late delivery
5158,25946,Second Class,2,Shipping on time
5159,73756,Second Class,2,Shipping on time
5160,73951,Second Class,2,Shipping on time
5161,23283,Second Class,4,Late delivery
5162,31257,Second Class,3,Late delivery
5163,76924,Second Class,5,Late delivery
5164,50690,Second Class,6,Late delivery
5165,26950,Second Class,6,Late delivery
5166,72494,Second Class,5,Late delivery
5167,22721,Second Class,2,Shipping on time
5168,46851,Second Class,2,Shipping on time
5169,41535,Second Class,6,Late delivery
5170,73813,Second Class,4,Late delivery
5171,28795,Second Class,6,Late delivery
5172,73758,Second Class,4,Late delivery
5173,71794,Second Class,5,Late delivery
5174,20570,Second Class,6,Late delivery
5175,23224,Second Class,5,Late delivery
5176,76796,Second Class,2,Shipping on time
5177,41240,Second Class,6,Late delivery
5178,34860,Second Class,6,Late delivery
5179,36332,Second Class,3,Late delivery
5180,35664,Second Class,5,Late delivery
5181,40358,Second Class,4,Late delivery
5182,35516,Second Class,2,Shipping on time
5183,35029,Second Class,5,Late delivery
5184,32167,Second Class,3,Late delivery
5185,34310,Second Class,6,Late delivery
5186,35622,Second Class,3,Late delivery
5187,34437,Second Class,3,Late delivery
5188,40887,Second Class,3,Late delivery
5189,36648,Second Class,4,Late delivery
5190,34100,Second Class,6,Late delivery
5191,38737,Second Class,3,Late delivery
5192,36062,Second Class,3,Late delivery
5193,34927,Second Class,3,Late delivery
5194,39368,Second Class,4,Late delivery
5195,34364,Second Class,5,Late delivery
5196,34258,Second Class,4,Late delivery
5197,33437,Second Class,3,Late delivery
5198,38382,Second Class,3,Late delivery
5199,37156,Second Class,2,Shipping on time
5200,32211,Second Class,2,Shipping on time
5201,33830,Second Class,6,Late delivery
5202,34102,Second Class,3,Late delivery
5203,36950,Second Class,6,Late delivery
5204,36150,Second Class,6,Late delivery
5205,33361,Second Class,2,Shipping on time
5206,34717,Second Class,3,Late delivery
5207,34398,Second Class,4,Late delivery
5208,32006,Second Class,2,Shipping on time
5209,31495,Second Class,6,Late delivery
5210,40068,Second Class,4,Late delivery
5211,33828,Second Class,4,Late delivery
5212,33331,Second Class,2,Shipping on time
5213,39135,Second Class,6,Late delivery
5214,39426,Second Class,2,Shipping on time
5215,32512,Second Class,3,Late delivery
5216,32141,Second Class,2,Shipping on time
5217,32974,Second Class,5,Late delivery
5218,33325,Second Class,6,Late delivery
5219,34861,Second Class,2,Shipping on time
5220,39926,Second Class,2,Shipping on time
5221,32798,Second Class,4,Late delivery
5222,35628,Second Class,4,Late delivery
5223,31756,Second Class,2,Shipping on time
5224,33870,Second Class,6,Late delivery
5225,31710,Second Class,6,Late delivery
5226,35237,Second Class,3,Late delivery
5227,36783,Second Class,4,Late delivery
5228,35397,Second Class,3,Late delivery
5229,37464,Second Class,5,Late delivery
5230,31375,Second Class,6,Late delivery
5231,36944,Second Class,5,Late delivery
5232,39435,Second Class,6,Late delivery
5233,32515,Second Class,6,Late delivery
5234,33710,Second Class,6,Late delivery
5235,38528,Second Class,4,Late delivery
5236,36047,Second Class,3,Late delivery
5237,37863,Second Class,4,Late delivery
5238,31319,Second Class,5,Late delivery
5239,40264,Second Class,5,Late delivery
5240,36292,Second Class,3,Late delivery
5241,40466,Second Class,2,Shipping on time
5242,39060,Second Class,6,Late delivery
5243,38945,Second Class,6,Late delivery
5244,35371,Second Class,2,Shipping on time
5245,34390,Second Class,6,Late delivery
5246,33315,Second Class,6,Late delivery
5247,36983,Second Class,4,Late delivery
5248,34639,Second Class,5,Late delivery
5249,37779,Second Class,5,Late delivery
5250,38103,Second Class,4,Late delivery
5251,34633,Second Class,4,Late delivery
5252,36432,Second Class,3,Late delivery
5253,38089,Second Class,5,Late delivery
5254,35165,Second Class,6,Late delivery
5255,31451,Second Class,2,Shipping on time
5256,32392,Second Class,3,Late delivery
5257,42771,Second Class,2,Shipping on time
5258,41583,Second Class,4,Late delivery
5259,43319,Second Class,5,Late delivery
5260,46327,Second Class,3,Late delivery
5261,44147,Second Class,3,Late delivery
5262,42796,Second Class,2,Shipping on time
5263,46887,Second Class,3,Late delivery
5264,50161,Second Class,2,Shipping on time
5265,49553,Second Class,4,Late delivery
5266,68364,Second Class,5,Late delivery
5267,63353,Second Class,4,Late delivery
5268,10569,Second Class,5,Late delivery
5269,12301,Second Class,2,Shipping on time
5270,13653,Second Class,4,Late delivery
5271,12530,Second Class,6,Late delivery
5272,19091,Second Class,2,Shipping on time
5273,66397,Second Class,3,Late delivery
5274,48483,Second Class,4,Late delivery
5275,66315,Second Class,6,Late delivery
5276,64136,Second Class,2,Shipping on time
5277,13525,Second Class,6,Late delivery
5278,14322,Second Class,3,Late delivery
5279,65220,Second Class,6,Late delivery
5280,18823,Second Class,4,Late delivery
5281,66730,Second Class,6,Late delivery
5282,17727,Second Class,3,Late delivery
5283,16345,Second Class,6,Late delivery
5284,65723,Second Class,4,Late delivery
5285,14877,Second Class,3,Late delivery
5286,65644,Second Class,5,Late delivery
5287,18794,Second Class,5,Late delivery
5288,45051,Second Class,2,Shipping on time
5289,64691,Second Class,2,Shipping on time
5290,1524,Second Class,5,Late delivery
5291,53307,Second Class,3,Late delivery
5292,3826,Second Class,2,Shipping on time
5293,56854,Second Class,5,Late delivery
5294,6810,Second Class,6,Late delivery
5295,52548,Second Class,4,Late delivery
5296,57168,Second Class,4,Late delivery
5297,55576,Second Class,2,Shipping on time
5298,8400,Second Class,6,Late delivery
5299,1255,Second Class,6,Late delivery
5300,52849,Second Class,5,Late delivery
5301,54647,Second Class,3,Late delivery
5302,59358,Second Class,4,Late delivery
5303,3345,Second Class,6,Late delivery
5304,61447,Second Class,3,Late delivery
5305,60962,Second Class,3,Late delivery
5306,56530,Second Class,6,Late delivery
5307,2187,Second Class,3,Late delivery
5308,55229,Second Class,5,Late delivery
5309,52803,Second Class,4,Late delivery
5310,965,Second Class,6,Late delivery
5311,58734,Second Class,5,Late delivery
5312,9675,Second Class,6,Late delivery
5313,28360,Second Class,6,Late delivery
5314,28436,Second Class,2,Shipping on time
5315,28043,Second Class,4,Late delivery
5316,44824,Second Class,5,Late delivery
5317,22429,Second Class,5,Late delivery
5318,25065,Second Class,6,Late delivery
5319,22352,Second Class,3,Late delivery
5320,23813,Second Class,4,Late delivery
5321,23026,Second Class,2,Shipping on time
5322,42169,Second Class,5,Late delivery
5323,26537,Second Class,3,Late delivery
5324,29677,Second Class,3,Late delivery
5325,30135,Second Class,6,Late delivery
5326,28468,Second Class,4,Late delivery
5327,28003,Second Class,4,Late delivery
5328,31101,Second Class,2,Shipping on time
5329,47950,Second Class,6,Late delivery
5330,45185,Second Class,6,Late delivery
5331,27774,Second Class,5,Late delivery
5332,26797,Second Class,3,Late delivery
5333,28606,Second Class,2,Shipping on time
5334,21674,Second Class,5,Late delivery
5335,26110,Second Class,6,Late delivery
5336,37540,Second Class,6,Late delivery
5337,32656,Second Class,2,Shipping on time
5338,31386,Second Class,2,Shipping on time
5339,44134,Second Class,5,Late delivery
5340,39388,Second Class,4,Late delivery
5341,37765,Second Class,6,Late delivery
5342,33215,Second Class,6,Late delivery
5343,40297,Second Class,3,Late delivery
5344,37414,Second Class,5,Late delivery
5345,40913,Second Class,4,Late delivery
5346,33893,Second Class,4,Late delivery
5347,33862,Second Class,3,Late delivery
5348,46683,Second Class,4,Late delivery
5349,42603,Second Class,4,Late delivery
5350,45947,Second Class,3,Late delivery
5351,45296,Second Class,2,Shipping on time
5352,42926,Second Class,2,Shipping on time
5353,42905,Second Class,6,Late delivery
5354,43313,Second Class,4,Late delivery
5355,47756,Second Class,2,Shipping on time
5356,47988,Second Class,4,Late delivery
5357,48362,Second Class,3,Late delivery
5358,49655,Second Class,6,Late delivery
5359,48873,Second Class,4,Late delivery
5360,13428,Second Class,4,Late delivery
5361,63053,Second Class,4,Late delivery
5362,67257,Second Class,3,Late delivery
5363,63301,Second Class,2,Shipping on time
5364,65923,Second Class,4,Late delivery
5365,45019,Second Class,5,Late delivery
5366,65510,Second Class,6,Late delivery
5367,64805,Second Class,6,Late delivery
5368,66013,Second Class,4,Late delivery
5369,64099,Second Class,5,Late delivery
5370,1774,Second Class,5,Late delivery
5371,1081,Second Class,2,Shipping on time
5372,56258,Second Class,4,Late delivery
5373,53315,Second Class,6,Late delivery
5374,59052,Second Class,3,Late delivery
5375,54105,Second Class,6,Late delivery
5376,53334,Second Class,5,Late delivery
5377,58827,Second Class,3,Late delivery
5378,54514,Second Class,5,Late delivery
5379,6837,Second Class,3,Late delivery
5380,283,Second Class,4,Late delivery
5381,1215,Second Class,6,Late delivery
5382,1775,Second Class,6,Late delivery
5383,53059,Second Class,5,Late delivery
5384,58726,Second Class,2,Shipping on time
5385,8915,Second Class,6,Late delivery
5386,27046,Second Class,2,Shipping on time
5387,46934,Second Class,5,Late delivery
5388,25180,Second Class,6,Late delivery
5389,29664,Second Class,5,Late delivery
5390,25679,Second Class,5,Late delivery
5391,25242,Second Class,3,Late delivery
5392,22822,Second Class,3,Late delivery
5393,21121,Second Class,2,Shipping on time
5394,31286,Second Class,2,Shipping on time
5395,22905,Second Class,6,Late delivery
5396,22558,Second Class,4,Late delivery
5397,25667,Second Class,3,Late delivery
5398,24155,Second Class,6,Late delivery
5399,24399,Second Class,5,Late delivery
5400,21993,Second Class,4,Late delivery
5401,41055,Second Class,6,Late delivery
5402,33353,Second Class,4,Late delivery
5403,35625,Second Class,6,Late delivery
5404,40941,Second Class,2,Shipping on time
5405,35039,Second Class,5,Late delivery
5406,35398,Second Class,4,Late delivery
5407,31557,Second Class,3,Late delivery
5408,33170,Second Class,6,Late delivery
5409,40298,Second Class,4,Late delivery
5410,39076,Second Class,2,Shipping on time
5411,39983,Second Class,4,Late delivery
5412,33808,Second Class,4,Late delivery
5413,32422,Second Class,3,Late delivery
5414,40145,Second Class,6,Late delivery
5415,46379,Second Class,5,Late delivery
5416,49512,Second Class,3,Late delivery
5417,50971,Second Class,2,Shipping on time
5418,47564,Second Class,5,Late delivery
5419,49823,Second Class,4,Late delivery
5420,44476,Second Class,2,Shipping on time
5421,66353,Second Class,4,Late delivery
5422,16831,Second Class,2,Shipping on time
5423,43963,Second Class,4,Late delivery
5424,67750,Second Class,6,Late delivery
5425,12536,Second Class,2,Shipping on time
5426,67522,Second Class,3,Late delivery
5427,61688,Second Class,4,Late delivery
5428,17572,Second Class,3,Late delivery
5429,19027,Second Class,3,Late delivery
5430,12083,Second Class,4,Late delivery
5431,64402,Second Class,3,Late delivery
5432,64755,Second Class,6,Late delivery
5433,65605,Second Class,6,Late delivery
5434,17883,Second Class,4,Late delivery
5435,15890,Second Class,6,Late delivery
5436,16537,Second Class,3,Late delivery
5437,68919,Second Class,5,Late delivery
5438,5536,Second Class,2,Shipping on time
5439,56756,Second Class,2,Shipping on time
5440,7050,Second Class,6,Late delivery
5441,4841,Second Class,2,Shipping on time
5442,60885,Second Class,6,Late delivery
5443,55866,Second Class,2,Shipping on time
5444,974,Second Class,5,Late delivery
5445,4500,Second Class,6,Late delivery
5446,9967,Second Class,3,Late delivery
5447,55820,Second Class,6,Late delivery
5448,60963,Second Class,4,Late delivery
5449,3079,Second Class,5,Late delivery
5450,52380,Second Class,6,Late delivery
5451,51547,Second Class,3,Late delivery
5452,58711,Second Class,2,Shipping on time
5453,5832,Second Class,3,Late delivery
5454,56680,Second Class,6,Late delivery
5455,54548,Second Class,4,Late delivery
5456,3971,Second Class,2,Shipping on time
5457,6601,Second Class,2,Shipping on time
5458,53768,Second Class,4,Late delivery
5459,59937,Second Class,3,Late delivery
5460,56844,Second Class,5,Late delivery
5461,191,Second Class,2,Shipping on time
5462,1454,Second Class,5,Late delivery
5463,52920,Second Class,6,Late delivery
5464,6063,Second Class,4,Late delivery
5465,55776,Second Class,2,Shipping on time
5466,6623,Second Class,4,Late delivery
5467,1583,Second Class,4,Late delivery
5468,2001,Second Class,2,Shipping on time
5469,4413,Second Class,4,Late delivery
5470,52780,Second Class,6,Late delivery
5471,10103,Second Class,4,Late delivery
5472,75715,Second Class,6,Late delivery
5473,75505,Second Class,6,Late delivery
5474,75501,Second Class,2,Shipping on time
5475,75233,Second Class,4,Late delivery
5476,30824,Second Class,5,Late delivery
5477,43702,Second Class,3,Late delivery
5478,43122,Second Class,3,Late delivery
5479,27066,Second Class,2,Shipping on time
5480,22426,Second Class,2,Shipping on time
5481,43948,Second Class,4,Late delivery
5482,48614,Second Class,5,Late delivery
5483,76920,Second Class,6,Late delivery
5484,74397,Second Class,3,Late delivery
5485,21509,Second Class,5,Late delivery
5486,76842,Second Class,3,Late delivery
5487,29474,Second Class,5,Late delivery
5488,23076,Second Class,2,Shipping on time
5489,26123,Second Class,4,Late delivery
5490,25635,Second Class,6,Late delivery
5491,22595,Second Class,6,Late delivery
5492,25267,Second Class,3,Late delivery
5493,71938,Second Class,4,Late delivery
5494,71879,Second Class,5,Late delivery
5495,25128,Second Class,4,Late delivery
5496,28472,Second Class,3,Late delivery
5497,21505,Second Class,6,Late delivery
5498,24873,Second Class,4,Late delivery
5499,24889,Second Class,5,Late delivery
5500,24408,Second Class,4,Late delivery
5501,76744,Second Class,5,Late delivery
5502,72796,Second Class,2,Shipping on time
5503,72772,Second Class,3,Late delivery
5504,74252,Second Class,3,Late delivery
5505,31537,Second Class,3,Late delivery
5506,32008,Second Class,4,Late delivery
5507,44378,Second Class,4,Late delivery
5508,45162,Second Class,3,Late delivery
5509,33662,Second Class,3,Late delivery
5510,31984,Second Class,5,Late delivery
5511,35952,Second Class,3,Late delivery
5512,33947,Second Class,3,Late delivery
5513,35452,Second Class,3,Late delivery
5514,38038,Second Class,4,Late delivery
5515,50932,Second Class,3,Late delivery
5516,46777,Second Class,3,Late delivery
5517,50968,Second Class,4,Late delivery
5518,14164,Second Class,5,Late delivery
5519,51653,Second Class,4,Late delivery
5520,22012,Second Class,3,Late delivery
5521,27738,Second Class,4,Late delivery
5522,33806,Second Class,2,Shipping on time
5523,33102,Second Class,3,Late delivery
5524,35281,Second Class,2,Shipping on time
5525,38188,Second Class,4,Late delivery
5526,43069,Second Class,5,Late delivery
5527,62291,Second Class,2,Shipping on time
5528,66316,Second Class,2,Shipping on time
5529,54513,Second Class,4,Late delivery
5530,6560,Second Class,6,Late delivery
5531,3032,Second Class,3,Late delivery
5532,30137,Second Class,3,Late delivery
5533,28893,Second Class,4,Late delivery
5534,36954,Second Class,5,Late delivery
5535,13365,Second Class,6,Late delivery
5536,4942,Second Class,3,Late delivery
5537,6078,Second Class,4,Late delivery
5538,23796,Second Class,2,Shipping on time
5539,37875,Second Class,6,Late delivery
5540,42328,Second Class,4,Late delivery
5541,64204,Second Class,5,Late delivery
5542,10167,Second Class,3,Late delivery
5543,54677,Second Class,3,Late delivery
5544,3374,Second Class,5,Late delivery
5545,42745,Second Class,6,Late delivery
5546,41662,Second Class,3,Late delivery
5547,46908,Standard Class,4,Shipping on time
5548,46040,Standard Class,6,Late delivery
5549,43956,Standard Class,2,Advance shipping
5550,47775,Standard Class,6,Late delivery
5551,46669,Standard Class,5,Late delivery
5552,43539,Standard Class,5,Late delivery
5553,50190,Standard Class,6,Late delivery
5554,48004,Standard Class,5,Late delivery
5555,41892,Standard Class,3,Advance shipping
5556,44472,Standard Class,3,Advance shipping
5557,51263,Standard Class,4,Shipping on time
5558,43455,Standard Class,6,Late delivery
5559,41916,Standard Class,2,Advance shipping
5560,42731,Standard Class,2,Advance shipping
5561,47247,Standard Class,3,Advance shipping
5562,50895,Standard Class,6,Late delivery
5563,41625,Standard Class,6,Late delivery
5564,47079,Standard Class,5,Late delivery
5565,70522,Standard Class,3,Advance shipping
5566,71056,Standard Class,2,Advance shipping
5567,70927,Standard Class,3,Advance shipping
5568,69894,Standard Class,5,Late delivery
5569,70871,Standard Class,2,Advance shipping
5570,69533,Standard Class,4,Shipping on time
5571,71082,Standard Class,3,Advance shipping
5572,71100,Standard Class,6,Late delivery
5573,69779,Standard Class,5,Late delivery
5574,70778,Standard Class,4,Shipping on time
5575,70850,Standard Class,6,Late delivery
5576,10794,Standard Class,5,Late delivery
5577,19522,Standard Class,3,Advance shipping
5578,19662,Standard Class,3,Advance shipping
5579,10363,Standard Class,4,Shipping on time
5580,10446,Standard Class,2,Advance shipping
5581,63848,Standard Class,4,Shipping on time
5582,63876,Standard Class,2,Advance shipping
5583,12691,Standard Class,2,Advance shipping
5584,12639,Standard Class,5,Late delivery
5585,44925,Standard Class,6,Late delivery
5586,61649,Standard Class,5,Late delivery
5587,67878,Standard Class,4,Shipping on time
5588,13134,Standard Class,5,Late delivery
5589,70018,Standard Class,4,Shipping on time
5590,67673,Standard Class,4,Shipping on time
5591,62464,Standard Class,5,Late delivery
5592,17553,Standard Class,4,Shipping on time
5593,20111,Standard Class,2,Advance shipping
5594,11576,Standard Class,2,Advance shipping
5595,13873,Standard Class,4,Shipping on time
5596,11326,Standard Class,2,Advance shipping
5597,14582,Standard Class,3,Advance shipping
5598,11649,Standard Class,5,Late delivery
5599,11383,Standard Class,4,Shipping on time
5600,71302,Standard Class,3,Advance shipping
5601,12488,Standard Class,4,Shipping on time
5602,45139,Standard Class,5,Late delivery
5603,18684,Standard Class,5,Late delivery
5604,64226,Standard Class,2,Advance shipping
5605,16029,Standard Class,5,Late delivery
5606,12919,Standard Class,5,Late delivery
5607,10598,Standard Class,4,Shipping on time
5608,71264,Standard Class,5,Late delivery
5609,61976,Standard Class,2,Advance shipping
5610,61770,Standard Class,6,Late delivery
5611,11442,Standard Class,3,Advance shipping
5612,14629,Standard Class,5,Late delivery
5613,19404,Standard Class,5,Late delivery
5614,67564,Standard Class,5,Late delivery
5615,12272,Standard Class,3,Advance shipping
5616,17387,Standard Class,3,Advance shipping
5617,41738,Standard Class,4,Shipping on time
5618,16524,Standard Class,5,Late delivery
5619,19307,Standard Class,3,Advance shipping
5620,18124,Standard Class,5,Late delivery
5621,12666,Standard Class,2,Advance shipping
5622,12383,Standard Class,4,Shipping on time
5623,66269,Standard Class,5,Late delivery
5624,12441,Standard Class,2,Advance shipping
5625,70095,Standard Class,6,Late delivery
5626,15427,Standard Class,3,Advance shipping
5627,14906,Standard Class,2,Advance shipping
5628,63504,Standard Class,5,Late delivery
5629,16125,Standard Class,6,Late delivery
5630,68675,Standard Class,6,Late delivery
5631,17136,Standard Class,2,Advance shipping
5632,71309,Standard Class,5,Late delivery
5633,71183,Standard Class,4,Shipping on time
5634,50760,Standard Class,6,Late delivery
5635,64685,Standard Class,6,Late delivery
5636,45361,Standard Class,2,Advance shipping
5637,66677,Standard Class,3,Advance shipping
5638,12341,Standard Class,2,Advance shipping
5639,43447,Standard Class,3,Advance shipping
5640,62351,Standard Class,2,Advance shipping
5641,63341,Standard Class,2,Advance shipping
5642,67358,Standard Class,4,Shipping on time
5643,17350,Standard Class,6,Late delivery
5644,15519,Standard Class,5,Late delivery
5645,11661,Standard Class,2,Advance shipping
5646,67276,Standard Class,2,Advance shipping
5647,10797,Standard Class,3,Advance shipping
5648,62856,Standard Class,2,Advance shipping
5649,11000,Standard Class,6,Late delivery
5650,19010,Standard Class,6,Late delivery
5651,11767,Standard Class,3,Advance shipping
5652,16252,Standard Class,3,Advance shipping
5653,13543,Standard Class,4,Shipping on time
5654,20186,Standard Class,2,Advance shipping
5655,50097,Standard Class,3,Advance shipping
5656,14781,Standard Class,2,Advance shipping
5657,14519,Standard Class,5,Late delivery
5658,15820,Standard Class,6,Late delivery
5659,69149,Standard Class,5,Late delivery
5660,71528,Standard Class,4,Shipping on time
5661,71521,Standard Class,2,Advance shipping
5662,71376,Standard Class,2,Advance shipping
5663,71537,Standard Class,3,Advance shipping
5664,55891,Standard Class,2,Advance shipping
5665,59053,Standard Class,4,Shipping on time
5666,59392,Standard Class,3,Advance shipping
5667,55665,Standard Class,6,Late delivery
5668,4728,Standard Class,4,Shipping on time
5669,4284,Standard Class,5,Late delivery
5670,823,Standard Class,4,Shipping on time
5671,56130,Standard Class,6,Late delivery
5672,55931,Standard Class,2,Advance shipping
5673,4441,Standard Class,2,Advance shipping
5674,61544,Standard Class,5,Late delivery
5675,1147,Standard Class,3,Advance shipping
5676,9751,Standard Class,2,Advance shipping
5677,59755,Standard Class,6,Late delivery
5678,2762,Standard Class,3,Advance shipping
5679,603,Standard Class,4,Shipping on time
5680,4699,Standard Class,5,Late delivery
5681,52704,Standard Class,5,Late delivery
5682,8894,Standard Class,5,Late delivery
5683,8566,Standard Class,2,Advance shipping
5684,646,Standard Class,2,Advance shipping
5685,542,Standard Class,3,Advance shipping
5686,52263,Standard Class,4,Shipping on time
5687,55168,Standard Class,4,Shipping on time
5688,7395,Standard Class,6,Late delivery
5689,1640,Standard Class,6,Late delivery
5690,52425,Standard Class,6,Late delivery
5691,7501,Standard Class,2,Advance shipping
5692,679,Standard Class,5,Late delivery
5693,53528,Standard Class,4,Shipping on time
5694,60829,Standard Class,5,Late delivery
5695,58872,Standard Class,3,Advance shipping
5696,54533,Standard Class,4,Shipping on time
5697,2459,Standard Class,5,Late delivery
5698,56382,Standard Class,3,Advance shipping
5699,55333,Standard Class,4,Shipping on time
5700,58220,Standard Class,6,Late delivery
5701,55190,Standard Class,6,Late delivery
5702,2506,Standard Class,2,Advance shipping
5703,56670,Standard Class,6,Late delivery
5704,4520,Standard Class,6,Late delivery
5705,56441,Standard Class,2,Advance shipping
5706,7423,Standard Class,4,Shipping on time
5707,61319,Standard Class,5,Late delivery
5708,8976,Standard Class,2,Advance shipping
5709,6833,Standard Class,4,Shipping on time
5710,6162,Standard Class,3,Advance shipping
5711,1851,Standard Class,2,Advance shipping
5712,5823,Standard Class,4,Shipping on time
5713,5480,Standard Class,6,Late delivery
5714,7016,Standard Class,2,Advance shipping
5715,51385,Standard Class,6,Late delivery
5716,6921,Standard Class,2,Advance shipping
5717,2055,Standard Class,6,Late delivery
5718,57170,Standard Class,6,Late delivery
5719,53427,Standard Class,3,Advance shipping
5720,8591,Standard Class,2,Advance shipping
5721,59946,Standard Class,2,Advance shipping
5722,59027,Standard Class,3,Advance shipping
5723,55461,Standard Class,2,Advance shipping
5724,60052,Standard Class,3,Advance shipping
5725,9488,Standard Class,4,Shipping on time
5726,54490,Standard Class,6,Late delivery
5727,58720,Standard Class,6,Late delivery
5728,2310,Standard Class,6,Late delivery
5729,62,Standard Class,3,Advance shipping
5730,61432,Standard Class,3,Advance shipping
5731,59086,Standard Class,2,Advance shipping
5732,3140,Standard Class,6,Late delivery
5733,3883,Standard Class,4,Shipping on time
5734,60830,Standard Class,6,Late delivery
5735,7766,Standard Class,2,Advance shipping
5736,9882,Standard Class,3,Advance shipping
5737,7152,Standard Class,3,Advance shipping
5738,54820,Standard Class,6,Late delivery
5739,60472,Standard Class,3,Advance shipping
5740,4872,Standard Class,3,Advance shipping
5741,55668,Standard Class,4,Shipping on time
5742,4299,Standard Class,5,Late delivery
5743,6407,Standard Class,3,Advance shipping
5744,61188,Standard Class,4,Shipping on time
5745,7447,Standard Class,3,Advance shipping
5746,3767,Standard Class,3,Advance shipping
5747,3656,Standard Class,2,Advance shipping
5748,60017,Standard Class,3,Advance shipping
5749,55757,Standard Class,3,Advance shipping
5750,53949,Standard Class,5,Late delivery
5751,60598,Standard Class,4,Shipping on time
5752,9162,Standard Class,3,Advance shipping
5753,4847,Standard Class,3,Advance shipping
5754,4295,Standard Class,6,Late delivery
5755,7087,Standard Class,3,Advance shipping
5756,59996,Standard Class,2,Advance shipping
5757,60262,Standard Class,3,Advance shipping
5758,57400,Standard Class,6,Late delivery
5759,4390,Standard Class,6,Late delivery
5760,9243,Standard Class,4,Shipping on time
5761,52845,Standard Class,6,Late delivery
5762,74556,Standard Class,2,Advance shipping
5763,74553,Standard Class,4,Shipping on time
5764,74714,Standard Class,5,Late delivery
5765,72978,Standard Class,4,Shipping on time
5766,75575,Standard Class,6,Late delivery
5767,72256,Standard Class,2,Advance shipping
5768,75246,Standard Class,2,Advance shipping
5769,26072,Standard Class,3,Advance shipping
5770,27246,Standard Class,2,Advance shipping
5771,30113,Standard Class,4,Shipping on time
